timestamp,orig_vx,orig_vy,recn_vx,recn_vy
0.0,0.0009269756698497358,0.0009186711711672774,0.0,0.0
0.01,-0.000685277221812896,0.0005943833944381604,0.0,0.0
0.02,-0.00037995617583808084,0.0009523355250226391,0.0,0.0
0.03,0.0004415447054816086,0.0012217195673473317,0.0,0.0
0.04,0.0008777352901591862,0.0009789799571335554,0.0,0.0
0.05,0.0005321970577328453,9.67811020512245e-05,0.0,0.0
0.06,-0.0006073961124556896,-0.0012902059068343199,0.0,0.0
0.07,-0.0023135455836907778,-0.00287246269287185,0.0,0.0
0.08,-0.003851425462541692,-0.004103056058166714,0.0,0.0
0.09,-0.00579919379700911,-0.0045918516090370995,0.0,0.0
0.1,-0.006946250811644246,-0.004715946081399076,-0.0006816800535843807,0.00035746476243004097
0.11,-0.008729369973945906,-0.002864327653808497,-0.002995016848636964,0.0015705505546810873
0.12,-0.010843204114468442,0.001012039816718892,-0.006801350462485409,0.0035665457929888633
0.13,-0.014994083298024768,0.006158841743922793,-0.011955162004215585,0.006269142133730603
0.14,-0.022174455560124755,0.01293841904168185,-0.018315517836218653,0.00960443568457244
0.15,-0.030433697383528985,0.01911854160241909,-0.025746069574191077,0.013500927004469409
0.16,-0.0403531818952698,0.02561304466501012,-0.03411505408713462,0.01788952110366545
0.17,-0.04981820305860097,0.03260757343623349,-0.04329529349735631,0.022703527443693396
0.18,-0.058565522174326146,0.038201926844270116,-0.05316419518046852,0.027878659937374987
0.19,-0.06614714861038325,0.04264724216886477,-0.0636037517653889,0.03335303694882087
0.2,-0.07071575520908145,0.04582999821574851,-0.07279560088097695,0.03787118836567316
0.21,-0.07400104025783381,0.04754010248327541,-0.07932909654918247,0.040462839663496813
0.22,-0.07642461649301563,0.04909838804259279,-0.08367705224688546,0.04147812604989164
0.23,-0.07853692835913674,0.05034037768764732,-0.08628002454209674,0.0412437428966418
0.24,-0.08233072733093061,0.051121089079964065,-0.08754631309395794,0.04006294573971586
0.25,-0.08016515713055285,0.04909619289792824,-0.08785196065274117,0.038215550279266555
0.26,-0.07975316149402772,0.047038152521415556,-0.08754075305984962,0.03595793237963112
0.27,-0.07976184100327999,0.04513407424584406,-0.08692421924781696,0.03352302806933102
0.28,-0.08062627332939454,0.04307522602440629,-0.08628163124030784,0.031120333541072166
0.29,-0.08053021025635063,0.039913705789299474,-0.0858600041521174,0.028935905151744643
0.3,-0.0787011259470111,0.03592472690981854,-0.08528133717914467,0.026722566092137308
0.31,-0.07717477999150667,0.031146578809892182,-0.08419596016160448,0.024251585837507514
0.32,-0.07541898181270591,0.0262775775066761,-0.0828432344707187,0.021700310668188463
0.33,-0.07502879922050357,0.021698985906358312,-0.08142791210651464,0.019221020695981722
0.34,-0.07665589503014396,0.017744835460420594,-0.08012013569782467,0.016940929864157035
0.35000000000000003,-0.07774540483285887,0.013544968287214475,-0.07905543850228716,0.014962185947452968
0.36,-0.08048464647995986,0.010748144242427166,-0.07833474440634557,0.013361870552076244
0.37,-0.08450122691195121,0.009657286627677597,-0.07802436792524886,0.012191999115702082
0.38,-0.09039667244192208,0.010263682567510974,-0.07815601420305196,0.011479520907474419
0.39,-0.0926201498884108,0.010840660042589687,-0.07872677901261423,0.01122631902800502
0.4,-0.09203718496959216,0.010558907615246036,-0.079859738362344,0.01160233129516853
0.41000000000000003,-0.08795463769698977,0.009660337576680441,-0.08162733623424812,0.01273316092974018
0.42,-0.08464015231884546,0.008630336122774366,-0.08389926161968751,0.014517137433739802
0.43,-0.08264223761367208,0.008155600170066236,-0.0865112012253539,0.016828254207126695
0.44,-0.08239502885286933,0.00820233752083861,-0.08926483947326977,0.019516168547799737
0.45,-0.08373152652158827,0.008934006002142211,-0.09192785850078729,0.022406201651596642
0.46,-0.08660090947112074,0.010578236540430438,-0.09423393816058986,0.02529933861229508
0.47000000000000003,-0.09672454331498603,0.014302293678543536,-0.09588275602069038,0.027972228421611275
0.48,-0.105212278252248,0.017296373382762374,-0.09653998736443273,0.03017718396920131
0.49,-0.11183877029948486,0.0200348877915083,-0.09583730519049172,0.03164218204266088
0.5,-0.11440558051152905,0.022546015018216188,-0.09337238021287192,0.03207086332752454
0.51,-0.11065033870856111,0.02465005346424524,-0.08870888086090853,0.031142532407266325
0.52,-0.09979679192211832,0.025421642400904037,-0.0813764732792667,0.028512157763299382
0.53,-0.08285968049784731,0.024078247817956627,-0.0708708213279436,0.02381037177497701
0.54,-0.06419069246233086,0.021615768287033585,-0.05750697897533892,0.017242114141086236
