time,pos_x,pos_y
8.06757,0.003016609,0.007429543
8.071647,0.003080101,0.007651794
8.075728,0.003175369,0.007937543
8.079806,0.003238861,0.008223295
8.083888,0.003334106,0.008477294
8.087968,0.003397598,0.008763045
8.092046,0.003492851,0.009080545
8.096225,0.003556358,0.009334543
8.100289,0.003651596,0.009652045
8.104298,0.003746834,0.010033045
8.108376,0.003842079,0.010350544
8.112454,0.003937325,0.010731544
8.116542,0.004000824,0.011017294
8.120613,0.004096077,0.011334794
8.124693,0.004191322,0.011715795
8.128795,0.00428656,0.012033294
8.132949,0.004381805,0.012414294
8.136975,0.004508812,0.012795295
8.14102,0.00460405,0.013112792
8.145466,0.004731049,0.013493793
8.14942,0.004889801,0.013938294
8.153272,0.005016792,0.014351042
8.157354,0.005175537,0.01476379
8.161432,0.005302536,0.015113043
8.165509,0.00542952,0.015494041
8.16959,0.005620033,0.015906792
8.173666,0.005747032,0.016224291
8.177747,0.005937523,0.016637043
8.181825,0.006128029,0.017018044
8.185904,0.006286774,0.017367292
8.189985,0.00647728,0.017716543
8.194422,0.006667778,0.018097542
8.197642,0.006667778,0.018097542
8.198273,0.007048782,0.018827791
8.20225,0.007239288,0.019177044
